LFQ.intensity.11930	LFQ.intensity.11931	LFQ.intensity.11932	LFQ.intensity.11934	LFQ.intensity.12902	LFQ.intensity.12904	LFQ.intensity.12905	LFQ.intensity.13136	LFQ.intensity.13138	LFQ.intensity.13152	LFQ.intensity.13155	LFQ.intensity.13186	LFQ.intensity.13234	C: ANOVA Significant	N: -Log ANOVA p value	N: ANOVA q-value	T: Protein_IDs	T: Significant pairs
20.6871	23.8804	20.4122	21.2384	23.9125	20.3388	23.9108	24.4713	24.8222	24.2517	21.1907	25.6143	25.0067	+	1.55192	0.0118221	NP_001231937.1	DMD_BMD
19.9436	21.8686	21.5694	21.1196	19.8882	21.2362	20.8484	21.8852	24.3923	23.9044	21.2316	20.1476	24.4382	+	1.22164	0.0268711	NP_001233132.1;XP_005673618.1	
20.6832	21.1538	21.4095	20.7455	21.0196	21.3937	25.3356	26.3676	25.7643	26.3598	20.9792	25.0833	26.0816	+	2.10928	0.00407368	NP_001239142.1	DMD_BMD
21.4103	20.6656	21.2743	20.3651	19.6353	21.0505	20.3313	21.7649	20.9634	26.7956	21.2169	27.1526	26.3288	+	2.30734	0.00301994	NP_001244282.2;NP_001340774.1;NP_001340773.1;NP_001340771.1;NP_001340775.1;NP_001340768.1	DMD_WT;DMD_BMD
22.0742	23.0136	23.8831	23.4072	24.4676	24.8792	25.4232	25.1791	27.1857	27.3196	24.3568	26.8297	26.4718	+	5.17711	0.000356436	NP_001254623.2;XP_020924233.1;XP_013847041.1;CON__ENSEMBL:ENSBTAP00000031900	WT_BMD;DMD_BMD;DMD_WT
21.4326	21.9325	20.7908	21.9826	24.1429	20.9292	24.0092	23.9174	26.3162	25.8939	22.6399	25.6502	26.1316	+	3.79335	0.000335196	NP_001254763.1	DMD_BMD;DMD_WT
25.2609	25.5589	25.4339	25.8145	25.9397	25.654	25.8634	25.8554	26.9025	26.8317	25.5865	27.026	27.3983	+	5.59242	0.000358974	XP_020919669.1;XP_020919679.1;XP_020919671.1;XP_020919672.1;XP_020919673.1;XP_020919674.1;XP_020919675.1;NP_001254774.1;XP_020919682.1;XP_020919680.1;XP_020919677.1;XP_020919676.1;XP_020919678.1;XP_020919688.1;XP_020919683.1;XP_020919684.1;XP_020919685.1;XP_020919689.1;XP_020919686.1;XP_020919687.1;XP_020919690.1	DMD_BMD;DMD_WT
32.0126	32.5514	32.0484	33.0625	31.5697	32.1687	33.0843	33.1051	31.7535	30.0108	30.6006	30.5232	29.4332	+	1.65392	0.00951417	NP_001265702.1	WT_DMD;BMD_DMD
23.6228	24.376	24.7719	24.0731	21.0044	24.5011	24.7466	25.5813	21.6571	21.0862	26.2675	20.3669	21.784	+	1.94307	0.00530769	XP_020955496.1;XP_013844399.1;NP_001274345.1;XP_020955685.1	BMD_DMD;WT_DMD
23.7647	24.8087	24.3081	24.3042	23.4196	24.6817	24.5391	24.2459	25.9058	26.6572	21.9146	26.5836	26.7843	+	2.92647	0.000811808	XP_005663495.1;XP_005663494.1;XP_003355214.1;NP_001278853.1	DMD_WT;DMD_BMD
27.3544	27.1592	27.444	26.7406	27.8934	27.4177	26.6023	26.5419	26.2329	26.0968	27.5777	26.646	26.1002	+	1.72027	0.00817797	NP_001280073.1	BMD_DMD;WT_DMD
19.8282	20.79	22.9246	21.9677	21.8277	23.498	25.0945	25.1578	25.7027	25.5997	22.8602	26.1094	26.0575	+	2.94433	0.00080597	NP_001302639.1	WT_BMD;DMD_BMD;DMD_WT
20.911	20.0609	21.4965	20.254	21.1957	21.1133	22.0365	21.1604	20.7683	23.3906	21.9084	23.621	23.985	+	1.74269	0.00783691	NP_001302733.1;XP_020949106.1	DMD_BMD
20.953	20.7861	24.8916	21.421	21.7235	24.6508	24.8962	20.3429	25.9198	25.4733	24.2726	25.9534	26.3872	+	1.67331	0.00902041	XP_005660759.1;NP_001335713.1	DMD_BMD
19.5768	21.4991	20.914	24.3089	24.6336	24.359	24.9191	25.1368	26.6016	26.9345	21.7778	26.605	26.8099	+	2.86428	0.000888889	NP_999560.2;NP_001335871.1;XP_020955327.1;XP_020955326.1;XP_020955325.1;CON__P34955;XP_020955324.1;XP_020955323.1	WT_BMD;DMD_BMD;DMD_WT
28.2248	28.1762	28.1191	28.1236	27.2106	28.2619	28.2172	28.0401	27.5886	27.5617	28.1092	27.206	27.9319	+	1.16731	0.0306289	XP_005662598.1;NP_001362314.1;XP_020941218.1;XP_020941217.1;XP_005662602.1;XP_005662601.1	
27.2103	26.8434	27.0352	26.9967	27.6968	27.6204	27.0228	27.1587	28.1303	27.4213	27.2388	28.1075	27.698	+	2.21043	0.00350685	XP_020936881.1;XP_020936880.1;NP_001399201.1	DMD_BMD
20.6943	21.521	20.9102	21.8372	21.5217	21.7951	22.9655	21.2733	25.4719	25.8037	22.8404	26.1699	25.7427	+	5.83684	0.0003125	NP_998928.1	DMD_BMD;DMD_WT
28.5496	28.4777	28.192	28.5991	28.7632	28.8218	29.0733	29.2104	29.5659	29.0961	28.1863	29.169	29	+	1.76484	0.00750542	NP_998931.1	DMD_BMD
20.9378	20.3431	21.6163	21.2597	21.7171	24.8084	24.3591	24.1648	24.98	24.9336	20.7712	22.4912	24.6214	+	1.70385	0.00848842	NP_998952.1	DMD_BMD
26.8569	27.3402	26.8714	27.2929	27.9358	28.7531	28.0076	27.2867	29.201	28.7131	27.4629	28.9725	29.004	+	3.65223	0.000378947	NP_998993.1	WT_BMD;DMD_BMD;DMD_WT
30.1659	30.3428	30.2308	30.6862	29.9429	30.0615	30.3725	30.7333	29.951	29.6543	29.5193	29.4552	29.135	+	1.54286	0.0120615	NP_999039.1	BMD_DMD
25.64	26.576	26.6432	26.9197	26.9525	27.0949	27.0371	27.1297	27.4487	27.5736	26.8089	27.2462	27.153	+	2.01694	0.00466667	NP_999061.1;XP_020924186.1	DMD_BMD
22.3958	21.8649	22.261	21.1234	21.5825	20.0455	21.5847	21.5246	25.2411	25.2565	21.592	25.0071	25.4405	+	5.74591	0.00030303	NP_999068.1;CON__Q9TRI1	DMD_WT;DMD_BMD
21.7563	19.9478	21.6379	20.6358	20.9678	21.2369	20.8652	22.7072	25.6197	25.4058	22.6128	25.3057	25.6368	+	4.90795	0.000307692	XP_020936333.1;NP_999069.1;XP_020936328.1;XP_005660829.1;XP_020936320.1	DMD_BMD;DMD_WT
21.1281	21.0096	20.4714	22.9808	21.3705	21.6619	21.3027	22.133	23.9288	20.8413	21.2987	23.5469	23.9717	+	1.08635	0.038003	XP_005669617.1;NP_999088.1	
21.6527	21.0507	21.9785	21.9011	22.6776	21.0723	20.8428	20.9126	25.0475	24.5019	20.6249	24.328	25.0177	+	4.86397	0.000305085	NP_999089.2	DMD_WT;DMD_BMD
30.4839	30.7542	30.5709	30.8807	30.1325	30.2666	30.5647	30.6498	30.2639	29.7947	29.6931	29.6315	29.0149	+	1.86399	0.0062645	NP_999092.1	BMD_DMD
30.3331	30.6577	30.3685	30.6432	29.7456	30.3437	30.5474	30.6528	29.7173	29.811	29.6392	28.9523	29.3899	+	2.07807	0.00428125	NP_999093.1	WT_DMD;BMD_DMD
27.8813	27.8418	27.791	27.7509	27.9896	27.9456	27.9155	27.8378	28.7012	29.0275	28.0051	28.9125	29.2412	+	6.43249	0.0004	NP_999099.1;XP_020927737.1;XP_005671131.1;XP_005671130.1	DMD_BMD;DMD_WT
25.1023	25.1516	24.9743	24.6672	25.3041	25.1657	25.0164	25.2005	26.2938	26.1556	25.0041	26.1688	26.444	+	6.08815	0.000307692	NP_999105.1	DMD_BMD;DMD_WT
21.5561	19.7013	21.1314	22.7876	20.5451	20.9331	20.581	21.6064	25.238	24.8428	20.776	25.4589	24.8524	+	4.69958	0.000283465	NP_999107.1;XP_020918981.1;XP_013835101.2;XP_005667608.2;XP_005667607.2;XP_020918984.1;XP_020918983.1	DMD_WT;DMD_BMD
26.9759	27.0487	27.211	27.5255	28.0357	27.7935	27.8655	28.1086	30.1623	29.4157	27.4342	29.4307	29.4299	+	5.97095	0.000285714	NP_999118.1;XP_020957866.1	WT_BMD;DMD_BMD;DMD_WT
30.8364	31.2463	31.027	31.1451	29.9736	30.7935	30.9949	31.1317	30.1182	30.6845	30.3371	29.5058	30.2993	+	1.45695	0.0146691	NP_999119.1	BMD_DMD
22.6215	22.0727	21.1721	21.3475	21.391	20.4352	21.3844	20.3918	24.9437	24.6613	21.1707	24.3583	24.7988	+	5.71671	0.000285714	XP_020927747.1;XP_020927746.1;XP_020927745.1;XP_020927744.1;XP_020927743.1;XP_020927741.1;XP_020927740.1;NP_999136.1;XP_020927739.1;CON__P17697	DMD_WT;DMD_BMD
28.5213	28.7222	28.6742	28.998	29.1369	29.2291	29.171	29.3287	30.2201	30.0431	28.6759	29.9153	30.0409	+	4.98895	0.000321429	NP_999138.1	WT_BMD;DMD_BMD;DMD_WT
21.4521	20.7971	24.5395	24.1795	22.443	22.8295	24.4656	24.3629	24.8318	25.0795	24.6461	24.808	24.999	+	1.07129	0.0393694	NP_999148.1;XP_013836293.1;XP_005668738.1;XP_020921869.1;XP_020921870.1;XP_020921868.1;XP_020921867.1	
21.6464	21.0359	19.8358	20.7601	24.8828	21.7271	20.5242	22.0325	25.5342	24.9341	20.7945	25.5675	26.0616	+	3.20821	0.000540984	NP_999149.1;NP_001106147.1	DMD_BMD;DMD_WT
21.5125	24.6785	24.4744	24.3988	24.7488	25.0896	24.6407	24.6867	25.9296	26.071	24.9578	25.9345	26.4771	+	2.01641	0.00464356	NP_999152.1	DMD_BMD
27.2719	27.6062	27.5347	27.8097	26.5249	27.1559	27.4761	27.551	26.849	27.1285	26.8561	26.4128	26.9634	+	1.39452	0.0170142	NP_999159.1	BMD_DMD
20.9014	22.4655	22.1843	20.0319	25.3059	24.6417	26.8291	22.1097	30.0762	29.2391	21.2773	29.536	23.1837	+	2.05467	0.00439796	NP_999165.1;XP_005664416.1	DMD_BMD
26.7385	26.7102	26.8075	26.9001	27.0135	26.9001	27.094	27.093	27.5402	27.276	26.5993	27.5105	27.4335	+	3.50819	0.000427184	NP_999189.1;XP_003357333.1;XP_020918432.1;XP_005667373.1;XP_013834822.2	DMD_BMD;DMD_WT
25.0846	25.358	25.4662	25.3775	25.9916	25.8823	25.6751	25.3787	26.1136	25.8139	25.2891	26.1624	25.7738	+	1.9365	0.00537799	XP_020921872.1;XP_005656989.1;NP_999191.1;XP_020941597.1;XP_020941596.1;XP_020941594.1;XP_020941593.1;XP_020941592.1;XP_020941591.1	DMD_BMD
26.283	26.4673	26.317	26.4671	26.8416	26.7297	26.6697	26.2304	27.0691	26.711	26.5889	27.0732	27.1269	+	2.49994	0.0018882	XP_005668471.1;NP_999225.1	DMD_BMD;DMD_WT
28.4141	28.8792	28.5826	28.6885	28.0314	28.4418	28.7027	28.6998	28.0441	28.3301	27.7084	27.7201	28.0723	+	1.12263	0.0344025	NP_999227.1	
22.6012	21.8384	21.1575	20.7562	20.3943	22.6322	21.3854	23.0456	24.993	21.5706	21.3411	24.8066	24.733	+	1.5509	0.0118301	XP_020936669.1;XP_020936607.1;XP_020936628.1;XP_020936568.1;NP_999232.1;XP_020936580.1;XP_020936587.1;XP_020936631.1;XP_020936625.1;XP_020936555.1;XP_020936645.1;XP_020936653.1;XP_020936657.1;XP_020936600.1;XP_020936664.1;XP_020936619.1;XP_020936548.1;XP_020936614.1;XP_020936561.1;XP_020936582.1;XP_020936575.1;XP_020936578.1;XP_020936666.1;XP_020936635.1;XP_020936638.1;XP_020936648.1;XP_020936660.1;XP_020936589.1	DMD_BMD;DMD_WT
24.19	24.2678	24.5588	24.7141	24.8452	25.4014	25.4469	25.4742	27.5696	27.8194	24.3295	27.3548	27.934	+	6.28234	0.000340426	XP_020946788.1;NP_999268.1	DMD_BMD;DMD_WT
20.4812	21.2224	22.5733	21.4683	20.55	21.1619	21.5365	23.6524	24.6509	24.0842	21.8268	23.4571	24.7542	+	2.5283	0.00183544	NP_999269.1;CON__Q3ZBS7	DMD_BMD;DMD_WT
28.0291	28.4398	27.9584	28.2365	27.3193	28.0287	28.0796	28.1983	27.5628	27.5225	27.052	26.7205	26.9125	+	1.63223	0.00981673	NP_999292.2	BMD_DMD
22.368	21.7368	21.9523	22.1184	20.9568	20.5621	21.2072	21.6545	23.8837	23.8796	22.0058	23.992	24.0266	+	5.34324	0.000378947	NP_999309.1	BMD_WT;DMD_WT;DMD_BMD
26.9733	26.7995	26.734	26.9029	27.6418	27.349	27.1069	26.4994	27.3857	27.355	27.1717	27.6435	27.5122	+	1.47777	0.0139372	XP_005659762.1;NP_999336.2;XP_013848568.1;XP_013848567.1;XP_013848570.1;XP_020938560.1;XP_013848569.1;XP_005659763.1;XP_020938571.1;XP_020938570.1	DMD_BMD
21.0217	21.6421	21.3422	21.4901	20.569	19.8187	21.0908	20.9296	23.9458	21.1015	22.8729	24.3508	24.1796	+	1.60792	0.0102992	NP_999339.2;XP_020938601.1	DMD_WT
20.3313	22.6868	21.8516	20.3138	21.0667	20.5582	23.6173	23.4751	23.791	23.8894	21.4353	23.5459	24.3218	+	1.6631	0.00923014	NP_999353.1	DMD_BMD
20.4861	21.5401	21.7579	21.8335	20.9362	21.2852	20.7242	21.3704	26.7309	26.4999	21.2277	26.2805	26.4783	+	8.49734	0	NP_999366.1	DMD_WT;DMD_BMD
20.8906	21.7306	24.2187	19.919	21.1325	21.949	24.2125	20.907	24.9181	24.5751	22.7024	24.9262	24.9824	+	1.85925	0.00629099	NP_999369.1	DMD_BMD;DMD_WT
25.5532	25.6091	26.0009	25.9816	26.3587	26.2147	25.7776	26.8686	28.1365	27.3217	26.0489	27.6091	27.4177	+	4.22623	0.000278481	NP_999377.1	DMD_BMD;DMD_WT
25.6252	26.2206	22.7925	25.7305	26.0511	26.3092	25.6181	25.8247	27.8513	27.3964	24.8203	27.9222	27.5287	+	2.14097	0.00388298	XP_005655046.1;NP_999398.1	DMD_BMD;DMD_WT
25.5358	26.0084	25.7155	25.9835	25.8942	26.0806	26.2197	26.1807	26.5142	26.4854	26.0218	26.7396	26.687	+	3.85712	0.000300578	NP_999423.2;XP_020958258.1	DMD_BMD;DMD_WT
20.5051	21.5994	21.8455	21.0204	21.633	25.542	26.4638	21.4527	25.9996	25.7773	21.5274	26.7391	26.7003	+	2.37239	0.00267836	NP_999444.1;XP_013833613.1	DMD_BMD;DMD_WT
27.3347	27.4202	27.5401	27.5292	27.7	27.6486	27.5956	27.7334	28.1646	28.2222	27.6543	28.2971	28.2352	+	7.21319	0.000148148	NP_999445.1	WT_BMD;DMD_BMD;DMD_WT
25.298	25.6638	25.5566	25.1916	25.7405	25.8539	25.983	25.7846	25.5848	25.6805	25.8833	25.7205	25.9443	+	2.1069	0.00408399	NP_999466.2;XP_020937157.1	WT_BMD
20.9997	21.0001	21.7155	19.6728	23.7301	23.7516	23.857	20.586	24.5186	24.7688	21.218	24.7591	25.5756	+	2.75457	0.00107586	NP_999469.1	DMD_BMD;DMD_WT
26.1603	26.4815	26.0792	26.2497	26.8186	26.2852	26.4536	26.1196	28.632	28.2978	19.9922	28.6607	28.449	+	1.23856	0.0257492	NP_999478.1;XP_020938922.1	DMD_WT
26.0346	26.1759	26.1875	26.3558	26.2309	26.3005	26.004	26.3468	26.9437	27.1283	26.358	27.1588	27.3806	+	5.27727	0.000371134	NP_999483.1;XP_013850079.1	DMD_BMD;DMD_WT
28.4052	29.1113	28.941	29.4815	27.8894	28.4716	29.2197	29.3123	28.2158	28.3721	28.0389	27.9246	28.0076	+	1.01693	0.0454524	NP_999496.1	
26.3717	26.181	26.383	26.1588	26.7191	26.3803	26.4286	26.6221	27.5269	27.5414	26.5612	27.6274	27.6911	+	7.36795	0.000166667	NP_999497.1	WT_BMD;DMD_BMD;DMD_WT
24.6931	24.2422	24.9033	24.7413	21.8175	21.3075	24.4232	24.7436	25.4139	25.5385	24.4639	25.1865	25.7772	+	1.41871	0.0160575	NP_999498.1	DMD_WT
20.8701	21.3927	21.1221	22.0411	22.7111	20.1064	20.3514	21.4537	24.1016	24.5075	22.6532	24.9359	24.8582	+	3.44646	0.000431925	NP_999499.1	DMD_BMD;DMD_WT
21.0652	22.6669	21.5109	20.7671	21.2295	21.6581	21.9364	24.5201	26.5674	25.6324	20.8025	25.9743	26.2192	+	3.77789	0.000333333	NP_999500.1;XP_020937225.1	DMD_BMD;DMD_WT
21.5627	20.5881	22.7727	24.4223	21.0156	19.7033	24.7805	24.9867	25.8407	25.6241	20.567	25.7027	25.0683	+	1.39759	0.0169269	NP_999504.1	
27.8565	28.0134	27.6501	26.9783	28.5997	28.4751	27.9909	27.8853	29.306	29.3839	28.616	29.7245	29.8531	+	4.1968	0.000275	NP_999518.1;XP_020934178.1;XP_013841254.1;XP_005665315.1;XP_013854654.1;XP_003127865.1;XP_020951649.1;XP_013854652.1;XP_013854651.1;XP_005665314.2;XP_005665312.1;XP_013854653.2;XP_013854649.1	WT_BMD;DMD_BMD;DMD_WT
25.5684	25.1384	25.9602	25.8949	25.6959	25.7217	25.9456	25.9854	26.8964	26.9598	26.1674	27.4301	27.1237	+	4.40622	0.000283688	NP_999528.1	DMD_BMD;DMD_WT
24.446	24.6921	24.6529	24.9349	25.0159	24.7954	25.196	24.8081	25.8348	25.5385	24.221	25.8189	25.5267	+	3.14058	0.000589641	NP_999531.1;XP_020931470.1	DMD_BMD;DMD_WT
27.6389	27.5216	27.896	27.4949	27.8994	27.916	27.5691	27.3738	28.0305	28.0179	28.0796	28.4405	27.8799	+	1.18745	0.0290366	NP_999538.1	
26.5898	26.1714	26.5118	26.5113	26.5438	26.8609	26.6779	26.2179	26.8381	27.0164	26.7048	27.3389	27.3704	+	2.39054	0.00256047	NP_999546.1	DMD_BMD;DMD_WT
26.76	27.2046	26.8861	27.2539	25.7441	26.4637	26.8643	26.9376	26.245	26.8566	25.9078	25.6627	26.0585	+	1.17983	0.0297089	NP_999562.1	
26.1745	26.9402	26.5697	26.9706	27.6516	28.2135	27.6992	27.7533	28.976	29.3621	27.6545	29.0711	28.7382	+	5.78272	0.000307692	NP_999563.1	WT_BMD;DMD_BMD;DMD_WT
27.2263	27.3896	26.8042	27.6982	26.3766	26.9496	27.1231	27.2817	26.5268	21.815	25.7642	25.9985	22.4407	+	1.63876	0.009776	NP_999576.1	BMD_DMD
25.2325	25.2542	25.0544	25.3571	25.3287	25.4815	25.3312	25.2933	26.1343	25.7911	24.1068	25.7164	25.8397	+	1.50888	0.0131635	XP_005671204.1;XP_020929657.1;XP_013838831.1;XP_001924213.1;XP_013851954.1;XP_020944616.1;XP_020944615.1	DMD_WT
22.6345	22.4382	22.5462	22.4333	22.7332	20.8279	21.2674	21.2741	24.0686	24.0608	21.6852	24.0322	23.9244	+	4.32841	0.000272109	XP_001924454.3	BMD_WT;DMD_WT;DMD_BMD
24.2971	24.2611	24.3245	24.2229	24.4656	24.2513	24.08	24.3892	24.9225	24.7743	23.8396	24.9568	24.4527	+	2.35557	0.00276301	XP_001924480.2	DMD_WT;DMD_BMD
21.1616	21.1181	21.2389	21.8071	21.3244	19.452	21.9218	21.1569	24.7236	24.9112	21.4644	24.6067	25.1882	+	5.04704	0.000333333	XP_001924678.3;XP_013852409.2;XP_020955446.1	DMD_WT;DMD_BMD
20.949	20.4411	20.5685	21.1919	24.6308	23.4116	24.4439	24.5121	25.465	25.5113	24.9764	25.7233	25.7701	+	7.334	0.00016	XP_001925115.3	WT_BMD;DMD_BMD;DMD_WT
22.4598	20.5929	24.552	24.172	24.4687	24.0799	24.6353	24.6404	24.8009	24.9323	24.887	25.0001	25.1397	+	1.3944	0.0169982	XP_001925819.3;XP_003355644.1;XP_020948070.1	DMD_BMD
24.8805	25.3067	24.7272	25.5404	21.0056	20.5693	25.5996	25.6523	26.3903	26.6447	19.2433	25.7354	26.429	+	1.48197	0.0138513	XP_001925861.1;XP_020928755.1	DMD_WT
22.6565	20.9895	21.1116	21.6111	19.7422	20.8128	21.3861	20.412	22.969	23.3142	21.4097	23.2157	24.054	+	3.3207	0.000521739	XP_001925971.4;XP_020925236.1;XP_020925235.1;XP_020925233.1;XP_020925232.1;XP_020925231.1	DMD_WT;DMD_BMD
21.256	20.6115	20.7372	22.6544	22.4847	22.2705	21.794	22.0089	23.0461	23.0201	22.295	21.1741	22.8777	+	0.99798	0.0477442	XP_005660570.2;XP_001926112.3;XP_020925618.1	
29.7364	30.0068	29.8857	30.1793	28.843	29.5234	29.8596	30.1195	29.4502	29.4556	29.0095	28.499	29.0963	+	1.18878	0.0289506	XP_001926664.3;XP_005669579.1;XP_020926297.1;XP_020926296.1	
19.6831	20.9694	21.2176	21.6994	20.3346	21.003	21.0945	21.9941	24.1444	24.5641	21.8324	23.7701	24.4209	+	4.29595	0.000263158	XP_001926746.1	DMD_BMD;DMD_WT
22.4094	23.7981	23.5997	24.0441	23.8693	21.5275	24.2554	23.7574	24.52	24.7922	22.2426	24.7045	25.1865	+	1.39777	0.0169429	XP_001927122.3	DMD_WT
25.4645	25.6243	26.0749	25.7333	25.4753	25.8581	26.178	26.4125	27.8779	27.7969	25.6629	27.9937	28.0765	+	6.02124	0.000296296	XP_020944416.1;XP_020944415.1;XP_005663006.1;XP_001927263.3;NP_001302655.1	DMD_BMD;DMD_WT
20.5133	21.1607	21.0917	20.9699	21.487	23.0287	22.9145	20.3024	23.5882	23.4879	23.1243	23.4639	23.459	+	2.42236	0.00229762	XP_001927358.1	DMD_BMD
28.1748	28.449	28.2002	28.3722	27.4169	28.0219	28.15	28.3152	27.4776	27.9731	27.6654	27.1757	27.5377	+	1.76756	0.00745217	XP_001927373.4	BMD_DMD
25.4853	25.4662	25.391	25.3745	25.6866	25.3539	25.0809	25.0459	25.8541	25.7983	25.3682	26.0623	26.2952	+	2.85011	0.000911032	XP_001927404.1;XP_005673553.1	DMD_WT;DMD_BMD
28.1403	27.9447	28.7857	28.4792	28.1933	28.16	28.5713	28.5831	29.0064	29.1382	28.7742	28.824	30.1358	+	1.74358	0.00781935	XP_020955499.1;XP_001928592.1;XP_013853268.2;XP_013852658.1;XP_020955498.1;XP_020955497.1;XP_020954092.1;XP_020954091.1;XP_020954090.1;XP_020939041.1;XP_013832958.1;XP_013832957.1;XP_003356618.1;XP_001927727.1;XP_005663563.1;XP_003355263.3	DMD_BMD;DMD_WT
27.7441	27.635	27.7563	27.5472	27.891	27.7837	27.8534	27.9659	29.015	29.0428	27.8854	28.9427	29.3383	+	7.76039	0	XP_001927830.4;XP_020924489.1	DMD_BMD;DMD_WT
22.7987	21.6486	23.4859	22.7875	21.2595	21.431	24.1618	24.4262	26.5239	26.7073	22.4539	25.8212	27.0679	+	3.27972	0.000525424	XP_020929234.1;XP_001927831.1;XP_001927836.1	DMD_BMD;DMD_WT
26.717	26.284	26.7091	26.6388	26.8321	26.5629	26.554	26.2639	27.272	27.1369	27.0621	27.5473	27.5171	+	2.73116	0.00114676	XP_001927837.1;XP_005671157.1	DMD_BMD;DMD_WT
25.5863	25.717	25.734	25.2697	26.2125	25.8367	26.1085	25.7523	26.0527	25.7536	25.6045	26.5339	26.2757	+	1.42541	0.0158484	XP_001927901.1	DMD_BMD
23.7858	24.8042	21.2811	21.362	24.9737	25.1194	25.0764	24.8149	26.0338	25.7284	22.0713	26.1605	26.2221	+	1.7803	0.00725828	XP_001928111.1	DMD_BMD
26.773	26.7273	26.6738	26.8021	26.9477	26.9556	26.9107	27.0077	27.4892	27.4801	26.9358	27.6968	27.4275	+	6.91625	0.000258065	XP_001928370.3	WT_BMD;DMD_BMD;DMD_WT
21.4176	22.6995	21.7643	22.6345	21.2031	22.4962	22.7252	21.8653	24.88	24.8343	21.3285	24.8421	25.0212	+	4.63716	0.000307692	XP_001928374.1	DMD_WT;DMD_BMD
21.1914	21.2552	21.9424	20.5584	22.1155	21.327	21.3141	21.2952	24.1834	24.3024	21.049	20.6308	25.0818	+	1.5179	0.0128321	XP_001928377.1	DMD_BMD
27.3129	27.2931	27.1779	27.3775	27.603	27.267	27.5759	27.8267	27.6521	27.2293	27.6838	27.7997	27.5442	+	1.05339	0.0411352	XP_001928618.3;XP_003359286.3	
21.1354	21.0468	21.1683	21.3819	22.9702	21.3874	20.7385	21.1606	24.0108	24.2807	20.8419	24.2206	24.9186	+	4.46005	0.000289855	XP_001928742.1;XP_001928732.1	DMD_BMD;DMD_WT
24.1531	23.9508	22.6354	22.4061	22.2793	24.1067	24.3399	23.9224	24.9349	25.0349	24.7268	25.0306	24.9188	+	1.50398	0.0132401	XP_001928782.2	DMD_BMD
22.0424	22.5282	22.8264	21.0877	20.8562	20.7764	25.1007	20.6793	25.1434	24.8255	21.8932	24.1315	24.3413	+	1.68923	0.00873333	XP_001928879.1	DMD_WT;DMD_BMD
24.2471	22.7211	21.4664	20.4117	21.885	21.1767	24.2521	22.9943	25.0008	24.8454	23.276	25.2413	24.9208	+	1.78747	0.00715929	XP_001928912.1;XP_020942919.1	DMD_BMD;DMD_WT
28.3186	28.5229	28.5532	28.6675	28.6356	28.6279	28.6657	28.7175	29.2532	28.9918	28.431	29.1972	28.9862	+	3.84001	0.000295455	XP_001928934.3	DMD_BMD;DMD_WT
21.5684	21.3478	21.1586	20.5632	21.1194	22.4759	20.025	21.9284	24.9532	24.4378	21.9038	24.7583	25.0207	+	4.66571	0.000310078	XP_001928995.1	DMD_BMD;DMD_WT
22.8921	21.037	22.5865	20.9593	20.8314	20.3563	20.7347	22.8036	26.0322	26.3125	20.6969	26.3683	26.5213	+	5.11826	0.000346154	XP_020954784.1;XP_020954783.1;XP_001929104.1;XP_020954766.1	DMD_WT;DMD_BMD
22.2052	19.8055	20.7452	20.5818	18.8656	21.1971	21.4324	21.3819	23.861	20.3825	21.6256	23.9604	24.0123	+	1.20473	0.0279486	XP_020955157.1;XP_005656444.1;XP_003128705.1;XP_001929109.1	
20.7906	22.4788	20.5109	21.0662	21.7015	22.2427	22.0695	20.8019	25.5649	25.9801	21.8911	25.7398	26.2444	+	5.88603	0.000262295	XP_005668474.1;XP_001929173.1	DMD_BMD;DMD_WT
26.1628	26.3273	26.1059	26.1993	26.3586	26.4735	26.3052	25.9157	25.9315	26.0414	25.9539	25.9013	25.8451	+	1.12236	0.0343093	XP_020945990.1;XP_013852878.1;XP_020945982.1;XP_001929419.2;XP_020945981.1;XP_005663770.1;XP_003125974.1;XP_013852876.1;XP_013852879.1;XP_020945987.1;XP_013852880.1;XP_020945988.1;XP_020945983.1;XP_020945984.1;XP_020945985.1;XP_020945986.1;XP_020945980.1	
21.0522	20.383	21.6234	21.1303	21.7124	20.2064	20.3011	23.4525	20.5817	24.1331	21.6445	24.156	24.6652	+	1.1364	0.0330231	XP_005663949.1;XP_001929448.3	
20.7658	23.8285	21.4037	21.6175	21.8137	20.3612	21.7904	20.7981	27.071	27.8322	22.0685	28.4088	27.8803	+	5.67544	0.000338028	XP_001929591.1	DMD_WT;DMD_BMD
18.8117	21.5063	19.1939	21.7971	20.4685	20.7655	19.9143	21.5011	23.5399	24.1966	21.7483	24.3382	24.3498	+	3.24927	0.000533333	XP_001929666.1	DMD_BMD;DMD_WT
24.9853	25.124	24.8009	24.4512	24.3057	24.1788	24.8403	24.7885	25.5612	26.2907	22.1176	25.5181	25.7041	+	1.68509	0.00882988	XP_003121223.2;XP_020942957.1	DMD_WT
20.5537	21.2295	22.2301	22.6671	19.5251	20.8747	23.6432	21.5226	24.373	24.0066	21.5187	24.677	24.2879	+	2.27917	0.00311236	XP_003121927.3	DMD_WT;DMD_BMD
21.6308	24.3665	21.7698	21.2247	21.6993	20.745	24.2088	25.4827	25.2616	26.0562	26.0722	25.9607	26.521	+	1.47907	0.0139185	XP_003121938.1;XP_020918852.1;XP_005660140.1	DMD_BMD
