LFQ.intensity.11930	LFQ.intensity.11931	LFQ.intensity.11932	LFQ.intensity.11934	LFQ.intensity.12902	LFQ.intensity.12904	LFQ.intensity.12905	LFQ.intensity.13136	LFQ.intensity.13138	LFQ.intensity.13152	LFQ.intensity.13155	LFQ.intensity.13186	LFQ.intensity.13234	C: ANOVA Significant	N: -Log ANOVA p value	N: ANOVA q-value	T: Protein_IDs	T: Significant pairs
24.9595	25.1515	25.6466	25.3009	25.6715	25.457	25.1125	25.0305	25.029	24.8687	25.4479	24.9828	24.9741	+	1.0545	0.0410476	XP_013835339.1;XP_005653997.1;XP_005653996.1;XP_003483045.1;NP_998915.1;XP_020920483.1;XP_020920482.1;XP_020920481.1;XP_020920480.1;XP_020920479.1;XP_020920478.1;XP_020920477.1;XP_020920476.1;XP_020920475.1;XP_020920474.1	
25.0384	24.8802	24.9399	25.0104	25.1306	24.9242	25.5534	25.5791	26.3243	25.2529	25.4244	25.9536	25.5103	+	1.75476	0.00760259	XP_005654087.1;XP_003358655.1	DMD_BMD
22.0422	18.639	22.0133	24.1168	21.8564	24.5381	23.689	24.1925	25.654	25.6247	23.7798	25.6046	26.3994	+	2.14363	0.00385067	XP_005654810.2;XP_020934405.1;XP_005654811.2;XP_013842803.1;XP_020934430.1;XP_020934422.1;XP_020934397.1;XP_005654812.2;XP_013842802.1;NP_001231859.1;XP_020934407.1;XP_013842804.1;XP_020934444.1;XP_020934452.1;XP_020934400.1;XP_020934412.1;XP_020934436.1;XP_013842805.1;XP_020934448.1;XP_020934459.1	DMD_BMD
27.5034	27.7212	27.5477	27.8058	26.8307	27.15	27.6271	27.7681	27.0949	27.4492	26.9029	26.7843	26.9866	+	1.11045	0.0353425	XP_005655282.2;XP_020941544.1;NP_999574.1	
20.9253	21.1013	22.0196	21.8012	22.0923	20.8375	22.039	22.467	20.9439	23.9987	20.0383	24.4903	23.936	+	1.212	0.0273935	XP_005655354.1	
30.5626	30.1681	30.4586	30.0394	31.1597	30.8362	30.2899	30.3726	28.6846	29.687	31.079	30.1813	28.4608	+	2.24341	0.00328691	XP_005655471.1;XP_020944091.1;XP_020944090.1;NP_001116548.1;XP_020938994.1;XP_013850025.1;XP_013850024.1;XP_013850023.1;XP_013850022.1;XP_013850021.1;XP_013850020.1	BMD_DMD;WT_DMD
24.3613	24.2283	24.4574	24.1992	24.7143	24.7215	24.6094	24.5655	25.2624	24.8241	24.2044	25	24.6549	+	2.28239	0.00309605	XP_005655861.2	DMD_BMD
21.3532	21.3364	22.5423	22.0205	21.9735	21.6251	21.5842	20.6339	23.8476	23.9732	22.9812	24.3515	24.5252	+	3.40565	0.000436364	XP_005657006.1	DMD_WT;DMD_BMD
19.7328	21.8034	21.7621	21.8265	22.1245	21.8491	21.9875	20.4006	23.2967	23.3811	20.5248	23.7581	23.8078	+	2.52906	0.00184127	XP_020930028.1;XP_005657428.1;XP_020930027.1;XP_020930026.1;XP_020930024.1;XP_013845845.1;XP_020930023.1;XP_013845844.1;XP_020930022.1;XP_013845843.1;XP_005657422.2;XP_020930029.1;XP_005657430.1	DMD_BMD;DMD_WT
32.9318	32.712	32.8227	32.7504	33.1786	32.9299	32.9055	32.7938	32.7872	32.7128	32.9463	32.9001	32.6342	+	1.06853	0.0397001	XP_005657482.2	
33.0754	32.7815	32.7259	32.8977	32.8069	32.9535	33.0036	33.0016	33.3105	33.2999	32.7876	33.3772	33.2023	+	3.25276	0.000535565	XP_005657826.1;XP_020934608.1;XP_020934609.1	DMD_BMD;DMD_WT
21.505	21.3609	21.6474	24.2425	24.2954	24.764	24.6403	24.4478	24.8962	25.0469	24.5548	24.7878	25.4769	+	3.08043	0.000609375	XP_005658004.1;XP_020936588.1	WT_BMD;DMD_BMD
21.0183	21.6538	21.6504	23.1586	21.2825	23.011	22.8543	24.87	25.4235	24.5127	25.3335	25.7747	24.8628	+	1.99388	0.00482353	XP_005659919.2;XP_013849961.1	DMD_BMD
25.2594	25.6638	25.7798	26.3663	26.391	24.5017	26.2076	25.9935	29.5461	28.6842	25.8454	29.6542	29.0797	+	5.12133	0.000349515	XP_005660429.1;XP_020923626.1;XP_005660428.1	DMD_BMD;DMD_WT
24.5976	24.5616	24.9897	24.9216	24.6486	24.4298	24.7439	24.9169	25.4693	25.9646	24.7784	25.7612	26.1852	+	4.292	0.000261438	XP_005660499.1	DMD_WT;DMD_BMD
24.7736	25.0286	24.8036	24.8254	24.8517	24.7075	24.8479	25.1791	25.3172	25.5584	24.9007	25.3185	25.6235	+	3.43942	0.000423963	XP_020935759.1;XP_013849443.2;XP_013849442.2;XP_005660644.3;XP_020935771.1;XP_013849444.2;NP_001272905.1	DMD_BMD;DMD_WT
27.2082	27.156	27.4245	27.2698	27.5147	27.3008	27.2618	27.6873	27.9489	28.118	27.5998	28.2765	28.1619	+	4.51529	0.000296296	XP_005660855.3	DMD_BMD;DMD_WT
23.8559	23.764	21.7887	24.4228	24.9204	22.7154	24.9896	24.9552	26.6178	27.4717	23.8663	27.1693	26.7457	+	3.17008	0.000580645	XP_005661711.1;XP_020957268.1;XP_020920751.1;NP_001090973.1	DMD_BMD;DMD_WT
21.544	20.4044	21.8012	21.519	20.4295	22.0837	22.1952	21.5082	24.6332	24.9319	21.7544	24.3165	25.3138	+	4.8542	0.000297521	XP_005661764.1;XP_020940510.1;XP_005661765.1;XP_005661766.1;XP_005661767.1;XP_005661768.1;XP_005661770.1;XP_020940506.1;XP_020940507.1;XP_020940508.1;XP_020940509.1;XP_020940513.1;XP_020940511.1;XP_020940512.1;XP_013850633.1;XP_013850634.1;XP_020940514.1;XP_020940515.1;XP_020940516.1;XP_020940517.1;XP_020940518.1;XP_020940524.1;XP_005661773.1;XP_020940519.1;XP_020940520.1;XP_020940521.1;XP_020940526.1;XP_020940522.1;XP_020940523.1;XP_020940525.1	DMD_BMD;DMD_WT
21.7815	21.9	21.974	20.7366	21.6865	21.337	20.8377	21.2895	24.3587	24.1956	21.0145	24.1828	21.0499	+	1.81967	0.00675955	XP_005661932.1	DMD_WT
25.0291	25.082	23.7752	25.8427	25.7196	25.7815	25.9195	25.9228	26.6893	26.9071	25.7846	26.515	26.816	+	2.89465	0.000829091	XP_005662075.1;XP_005674660.3	WT_BMD;DMD_BMD;DMD_WT
24.2104	25.0825	25.4086	25.0163	25.0776	24.6472	25.0196	25.6685	25.6447	26.1026	25.4245	26.0411	26.5812	+	2.13238	0.00390476	XP_005662840.1	DMD_BMD;DMD_WT
25.6234	25.6518	25.4595	25.5895	26.102	26.049	26.1085	25.8526	26.2706	25.6797	25.766	26.1461	25.734	+	1.60044	0.0104549	XP_005663205.1;XP_020945146.1	WT_BMD
20.9627	21.9064	20.5005	23.6917	20.6932	20.5382	21.8191	19.0895	29.0904	29.2744	21.3441	29.3503	29.2865	+	6.3702	0.000363636	XP_005663322.1	DMD_WT;DMD_BMD
22.7582	21.5201	21.1276	21.8407	21.9778	23.5553	21.0888	21.2353	25.3719	25.4539	22.3228	25.1531	25.591	+	4.24198	0.000280255	XP_005663429.1;XP_005663428.1;XP_005663431.1;XP_005663427.1;XP_020944391.1;XP_005663425.1;XP_005663424.1;XP_005663430.1;NP_001001632.1;XP_020944392.1	DMD_BMD;DMD_WT
21.7849	22.4342	22.6403	20.7164	20.5995	21.6655	20.814	22.1122	23.4585	23.6587	21.5112	21.8813	24.026	+	1.80336	0.00700448	XP_005663466.1	DMD_WT
25.64	25.7781	25.7602	25.5306	26.1618	26.0068	25.8992	25.5826	26.4765	26.4027	25.3398	26.4448	26.2692	+	2.65593	0.00147368	XP_005664319.2;XP_013847980.1	DMD_BMD;DMD_WT
26.2244	26.8471	26.5527	26.6483	20.5697	26.1546	18.9388	27.415	26.6615	26.4735	21.0767	25.9567	25.9688	+	1.16484	0.0308446	XP_005665516.1;XP_013854888.1	
29.2099	29.8071	29.1797	29.7943	28.5785	29.25	29.5426	29.6582	28.6916	29.1534	28.6291	28.1767	28.3409	+	1.34443	0.0193899	XP_005666204.1	BMD_DMD
34.9613	34.7169	34.7777	34.3063	35.1903	35.0544	34.4871	34.5069	34.2716	34.1721	34.8961	34.3482	34.0843	+	1.79834	0.00702679	XP_020954782.1;XP_020954781.1;XP_020954780.1;XP_020954778.1;XP_020954777.1;XP_013833562.1;XP_005666245.1;XP_005666244.1;XP_020954765.1	WT_DMD
22.9474	21.5306	21.6423	21.4354	21.0793	21.2516	20.6104	21.654	23.9206	24.2107	22.8204	23.7348	24.3233	+	3.29323	0.000512821	XP_005666247.1	DMD_WT;DMD_BMD
20.6705	24.7706	24.3598	24.1058	24.7932	24.894	24.8029	24.8047	25.4258	25.5076	24.2769	26.0064	25.68	+	1.34258	0.0194069	XP_005666819.2	DMD_BMD
28.1747	28.411	28.2359	28.5642	27.413	27.6766	28.0685	28.3492	27.6511	27.9364	27.5483	27.3262	27.5764	+	1.79959	0.00704251	XP_005667358.1;XP_005667359.1	BMD_DMD
22.0513	21.5336	22.2299	21.0136	21.3966	20.8209	21.644	22.0603	24.4076	24.4319	22.1198	24.1985	24.4746	+	5.18757	0.00036	XP_020918494.1;XP_020918470.1;XP_020918469.1;XP_020918468.1;XP_020918467.1;XP_020918466.1;XP_020918465.1;XP_020918464.1;XP_020918463.1;XP_020918462.1;XP_020918459.1;XP_020918460.1;XP_020918458.1;XP_020918457.1;XP_013834839.2;XP_020918456.1;XP_020918455.1;XP_020918454.1;XP_020918453.1;XP_020918471.1;XP_005667401.1;XP_020918492.1;XP_020918473.1;XP_020918491.1;XP_020918490.1;XP_020918489.1;XP_020918488.1;XP_020918487.1;XP_020918486.1;XP_020918485.1;XP_020918484.1;XP_020918483.1;XP_020918481.1;XP_020918480.1;XP_020918479.1;XP_020918478.1;XP_020918477.1;XP_020918476.1;XP_020918475.1;XP_020918474.1;XP_020918452.1	DMD_WT;DMD_BMD
28.7303	29.4575	29.5325	29.1586	28.9774	29.028	29.4057	29.5402	31.6043	31.7887	29.4403	31.5198	32.313	+	6.31794	0.000355556	XP_005668163.1;XP_005668164.1;XP_003126153.1;XP_020947259.1;XP_020930031.1;XP_020930030.1;XP_005670496.2;NP_001231326.1;XP_005668766.1;NP_001231260.1;XP_005670835.2	DMD_BMD;DMD_WT
26.5062	26.0054	26.5572	26.8856	26.1482	26.7574	26.9324	27.0113	28.4296	28.7424	26.268	28.3543	28.7516	+	5.16747	0.000352941	XP_005669546.1;XP_020926231.1;XP_013837068.1;XP_020926236.1;XP_020926235.1;XP_013837073.1;XP_020926238.1;XP_020926232.1;XP_020926233.1;XP_020926230.1;XP_020926227.1;XP_020926226.1;XP_020926229.1;XP_020926234.1;XP_020926228.1;XP_020926239.1;XP_020926240.1;XP_020926237.1;XP_020926250.1;XP_020926243.1;XP_020926241.1;XP_020926244.1;XP_020926248.1;XP_020926255.1;XP_020926252.1;XP_020926251.1;XP_020926256.1;XP_005669550.1;XP_020926253.1;XP_020926254.1;XP_020926261.1;XP_020926242.1;XP_020926247.1;XP_020926246.1;XP_020926249.1;XP_020926245.1;XP_020926264.1;XP_020926260.1;XP_020926258.1;XP_020926257.1;XP_020926259.1;XP_020926266.1;XP_020926262.1;XP_020926263.1;XP_020926265.1;XP_020926267.1;XP_020926270.1;XP_020926268.1;XP_020926269.1;XP_020926271.1	DMD_BMD;DMD_WT
20.3664	22.1885	21.5609	20.5106	24.4359	24.2044	21.6544	22.2696	24.5386	24.4281	21.8569	24.9635	24.5469	+	2.72996	0.00113898	XP_005669590.1;XP_003132249.2;XP_020934369.1;XP_020934368.1	DMD_BMD
21.6159	21.6859	19.9873	24.5293	20.7614	21.1929	21.7511	24.7293	25.3671	24.3857	21.1447	24.9787	24.8113	+	1.63081	0.00982903	XP_013837221.1;XP_005669621.2	DMD_WT;DMD_BMD
20.6285	21.8603	21.7082	21.3779	22.6923	24.2708	20.4678	20.9019	24.8793	24.7254	21.4589	24.3867	25.0348	+	2.71685	0.00119463	XP_013839887.1;XP_013839886.1;XP_005672194.1;XP_005672193.1;XP_020930567.1	DMD_BMD;DMD_WT
25.2132	25.9129	24.8292	25.7185	22.8227	25.0901	25.2408	21.8906	25.0201	25.2579	21.0867	24.7408	24.7253	+	1.29234	0.0222335	XP_005672502.2;XP_020932714.1;XP_020932713.1	
28.97	28.989	29.3152	29.2019	29.1074	29.1994	29.0158	29.1788	30.0464	30.2278	29.2047	30.1676	30.2971	+	6.74471	0.000228571	XP_005672670.3	DMD_BMD;DMD_WT
26.3699	26.4907	26.2936	26.2507	26.5753	26.5636	26.3075	26.2744	27.8713	27.7752	22.5021	27.7395	27.9343	+	1.35467	0.0188383	XP_005673018.1;NP_001038029.1	DMD_WT
25.4012	25.7987	25.7347	25.8427	26.3953	26.352	26.5659	26.3548	27.5405	27.332	25.5499	27.5356	27.8622	+	4.85197	0.000295082	XP_020934641.1;XP_020934637.1;XP_005673365.1;XP_020934643.1;XP_020934642.1;XP_020934640.1;XP_020934639.1;XP_020934638.1	DMD_BMD;DMD_WT
21.9055	20.3725	20.8852	21.5449	20.2911	21.3635	21.3809	21.1549	20.6438	23.8935	21.3687	24.2179	23.4919	+	1.49381	0.0134831	XP_013841614.1;XP_020935845.1;XP_013841613.1;XP_020935844.1;XP_020935843.1;XP_013841612.1;XP_020935841.1;XP_020935840.1;XP_020935839.1;XP_005673709.1;XP_013841611.1;XP_013841610.1;XP_013841609.1;XP_013841608.1;XP_013841607.1;XP_013841606.1	DMD_WT
23.4179	23.4998	23.5852	23.7317	20.9767	20.186	23.6249	23.4194	21.0867	21.2489	22.7673	20.8369	22.5455	+	1.31779	0.0206644	XP_005674521.2	BMD_DMD
23.3655	24.3796	24.1617	25.1065	21.5876	25.0969	24.9266	24.0308	25.908	27.0345	21.0296	25.6988	26.2134	+	1.61205	0.0101581	XP_020955035.1;XP_013833746.2;XP_013833745.2;XP_013833744.2;XP_020938432.1;XP_020938431.1;XP_020938430.1;XP_020938429.1;XP_020938428.1	DMD_WT
26.0131	26.3106	26.897	26.5608	27.6547	27.796	27.0658	27.249	28.5563	28.1664	27.2018	29.1553	27.7174	+	3.4729	0.000415094	XP_013833854.1	WT_BMD;DMD_BMD;DMD_WT
20.5353	21.0057	21.2356	20.3917	21.5584	18.3688	19.5679	20.878	20.5367	23.8814	20.9592	23.6282	23.5626	+	1.64865	0.00958871	XP_013834519.2	DMD_WT
27.0703	26.8874	27.1682	26.9315	26.2729	26.7144	27.1799	26.9029	27.1628	27.7636	27.3214	27.0556	27.8919	+	1.08568	0.0380181	XP_020957888.1;XP_020957887.1;XP_020957879.1;XP_013835239.1;XP_020957880.1;XP_020957877.1;XP_020957890.1;XP_020957878.1;XP_013835237.1;XP_020957884.1;XP_020957883.1;XP_020957885.1;XP_005667740.1;XP_005667741.1;XP_020957886.1;XP_020957889.1;XP_005667739.1;NP_999348.1;XP_020957882.1;XP_020957881.1;XP_020957892.1	
26.5434	26.0156	26.2734	26.3343	26.0932	26.3716	26.1568	26.2421	27.7272	27.335	26.3661	27.9066	27.4255	+	5.54971	0.000444444	XP_013836978.2	DMD_WT;DMD_BMD
21.4888	22.5331	20.4585	23.988	20.7958	21.1193	24.887	22.5476	26.849	26.3587	21.6096	27.1784	26.8202	+	3.17702	0.000582996	XP_013837334.2	DMD_BMD;DMD_WT
27.6346	27.5342	27.3885	27.2992	28.1117	28.0632	27.6667	27.7869	27.8614	27.832	27.8297	28.0144	27.8582	+	2.52016	0.0018239	XP_020928151.1;XP_020928150.1;XP_020928149.1;XP_020928148.1;XP_013838752.1;XP_020928154.1;XP_020928153.1;XP_020928152.1	DMD_BMD;WT_BMD
27.2323	27.3109	27.627	27.1372	27.6409	27.307	27.0749	26.997	26.6146	26.4493	27.2162	26.7777	26.893	+	2.39829	0.00251632	XP_013840673.2	WT_DMD;BMD_DMD
20.5058	24.9723	25.4243	24.9585	25.3433	24.118	25.5847	25.4639	28.2487	28.0419	25.312	27.7202	28.4717	+	2.43666	0.00221687	XP_013841673.1;NP_001009578.1	DMD_BMD;DMD_WT
21.0123	20.3002	21.7461	18.6119	20.4792	21.5954	21.6419	18.9888	24.9379	25.5107	21.5117	25.5242	25.6351	+	4.14903	0.000298137	XP_013843758.1;XP_020947459.1	DMD_BMD;DMD_WT
19.9102	25.0511	23.7263	24.3488	24.7358	26.6799	25.931	27.886	28.4093	29.5807	21.0766	28.8625	27.8514	+	1.85624	0.00630415	XP_020948035.1;XP_013843850.2	DMD_BMD
24.4227	21.5254	21.9767	21.071	24.7027	24.5502	24.727	24.8318	25.444	26.1657	20.1904	26.0288	26.1374	+	1.69151	0.00870293	XP_013846116.1	DMD_BMD
26.1308	26.0786	26.3891	26.0774	26.4046	26.2924	26.275	26.4048	26.913	26.9967	26.2826	27.0157	27.2432	+	5.59865	0.000363636	XP_020936016.1;XP_020936015.1;XP_020936014.1;XP_020936013.1;XP_013846320.2;XP_020936576.1	DMD_BMD;DMD_WT
21.3278	21.6469	21.1816	21.3058	21.1355	21.1443	21.8131	20.6729	24.6882	25.1202	21.5165	24.6569	25.0336	+	7.73641	0	XP_013847913.2	DMD_WT;DMD_BMD
24.8117	25.431	25.6108	24.6021	25.6461	25.2083	26.1015	26.268	28.1359	28.4544	25.4047	27.9339	29.0015	+	5.45921	0.000404494	XP_013849361.2	DMD_BMD;DMD_WT
27.7355	28.2103	28.4897	28.2855	28.1647	28.1921	28.4706	28.3407	29.6274	29.756	28.35	29.4479	30.1864	+	5.10304	0.000342857	XP_013849669.2	DMD_BMD;DMD_WT
26.6468	26.1276	26.1157	25.9314	24.6559	26.1615	25.3725	23.627	27.5291	28.372	25.6922	26.8865	27.7868	+	2.83448	0.000929577	XP_013851496.2	DMD_WT;DMD_BMD
25.9631	26.1542	26.0881	26.5835	25.4845	25.8921	26.0535	26.5461	25.6694	25.4208	25.122	25.125	25.5391	+	1.19626	0.0285064	XP_013851951.1	
28.3011	28.1227	28.2608	27.761	28.5579	28.3356	27.5275	27.4872	25.9103	26.7847	28.5896	27.1434	26.96	+	2.65356	0.00146885	XP_013853733.2;XP_020949894.1;XP_013853732.2;XP_020949897.1;XP_020949896.1;XP_020949895.1	WT_DMD;BMD_DMD
21.374	21.0236	22.9252	23.9086	24.3244	24.178	23.9779	23.7944	23.9807	24.0744	22.3827	24.0737	24.1628	+	1.39479	0.0170302	XP_013854793.2;XP_020952106.1;XP_020952105.1	DMD_BMD
19.7303	21.4432	21.98	21.3302	22.1442	21.4429	21.3994	21.7142	23.3653	23.1076	20.7078	21.5844	24.124	+	1.67552	0.00897342	XP_020918538.1	DMD_BMD
20.6963	19.8542	22.2077	21.6227	21.3078	20.169	21.8163	23.0838	24.6695	25.1753	22.4188	25.1467	25.7303	+	3.70423	0.000319149	XP_020919438.1;XP_020919437.1;XP_020919442.1;XP_020919441.1;XP_020919440.1	DMD_BMD;DMD_WT
22.6158	21.592	24.2722	24.1384	24.3632	24.5026	24.332	25.2208	25.5179	26.1693	20.9577	26.2239	26.7577	+	1.69968	0.008587	XP_020919974.1;XP_020919973.1	DMD_BMD
27.0601	27.5431	26.8441	27.9068	26.1518	26.8489	27.8017	27.824	26.8	26.5896	26.2389	25.787	25.8467	+	1.00971	0.0462041	XP_020920078.1;XP_020920077.1;XP_020920076.1;XP_020920075.1	
24.7046	24.5933	24.557	24.4631	24.5957	24.6705	24.7281	24.3479	20.4496	24.2623	24.7628	21.1464	24.2076	+	1.49251	0.0135402	XP_020920163.1;XP_013837236.1;XP_013837230.1;XP_013837232.1;XP_013837233.1;XP_013837234.1;XP_013837235.1;XP_020924628.1;XP_013837237.1;XP_020935878.1;XP_013837238.1;XP_020948640.1;XP_020924629.1;XP_020924630.1;XP_013837239.1;XP_003132309.1;XP_013837229.1	WT_DMD
29.8627	29.4286	28.6332	25.6976	29.1773	29.3565	21.5015	21.7247	20.3381	21.1201	28.2104	21.2524	21.3877	+	1.98992	0.0048313	XP_020920166.1	BMD_DMD
22.7454	20.7609	23.109	20.375	20.7372	21.6939	21.8646	23.954	24.718	25.0261	21.7325	24.9569	25.2	+	2.6096	0.00161812	XP_020920464.1;XP_020947524.1;XP_020947523.1;XP_020947521.1;XP_020947520.1;XP_020947519.1	DMD_BMD;DMD_WT
28.2212	28.4458	28.1866	28.4997	27.6503	28.0813	28.1463	28.5215	27.7859	27.9283	27.568	27.4218	27.5312	+	1.57852	0.0110175	XP_020921244.1;XP_020921243.1	BMD_DMD
20.2288	22.3342	24.8347	23.1382	20.8599	21.7004	25.1995	24.4749	26.9714	27.5013	21.0649	25.7223	28.3644	+	2.23346	0.00334626	XP_020921358.1;XP_020921347.1;XP_020921336.1;XP_020921311.1;XP_020921327.1;XP_020921321.1;XP_020921315.1	DMD_BMD;DMD_WT
20.9103	21.1147	22.093	21.8686	22.657	21.3066	22.74	20.5293	24.6099	25.0651	21.9481	25.0719	25.0364	+	4.35167	0.000273973	XP_020921548.1;XP_020921546.1;XP_020921547.1;XP_020921545.1;XP_020921544.1;XP_020921543.1;XP_020921541.1	DMD_BMD;DMD_WT
31.4871	31.2406	31.6381	32.4137	31.5162	31.646	31.9194	31.8812	33.6845	33.7816	31.0162	33.5762	33.7479	+	4.97059	0.000313043	XP_020921928.1;XP_020921929.1;XP_020921930.1	DMD_WT;DMD_BMD
21.5176	20.33	22.2388	21.875	21.935	22.2386	22.1493	21.4492	20.92	23.857	21.4194	24.4266	23.8251	+	1.15392	0.0315907	XP_020922060.1	
27.1286	27.1127	27.1672	27.0207	27.2485	27.0374	27.2996	27.0997	28.3663	28.4453	27.2757	28.2871	28.7135	+	7.29472	0.000153846	XP_020922086.1	DMD_BMD;DMD_WT
25.0897	24.8407	24.7611	25.0026	24.4345	25.0025	24.9494	24.5914	19.9112	22.5582	24.9533	20.3431	24.5874	+	2.18553	0.00364033	XP_020922253.1	WT_DMD;BMD_DMD
26.3303	26.6023	25.8672	26.2366	26.6422	27.0136	26.6256	26.3496	27.5437	27.567	26.6449	27.3618	27.7515	+	4.2801	0.00025974	XP_020922357.1	DMD_BMD;DMD_WT
27.3434	27.569	27.5335	27.6105	27.5452	27.8751	27.5773	27.5483	28.2289	28.1294	27.3664	27.9279	28.6909	+	2.85877	0.000885714	XP_020922642.1	DMD_BMD;DMD_WT
21.4886	21.6303	23.3404	21.4892	22.5359	21.4354	21.2757	19.6226	24.5181	24.4839	20.5576	24.1828	25.0212	+	3.36552	0.0005	XP_020922719.1;XP_020922720.1	DMD_WT;DMD_BMD
20.4157	21.8631	21.4259	22.4021	21.664	23.3955	20.3477	21.7121	23.5607	23.8172	21.2695	23.7383	24.0318	+	2.27257	0.00312849	XP_020923109.1	DMD_BMD;DMD_WT
30.1127	30.1405	30.1354	30.0483	30.3497	30.1527	29.9783	29.9422	30.5485	30.4078	30.2338	30.7809	30.6703	+	3.11258	0.000598425	XP_020923211.1	DMD_BMD;DMD_WT
30.2516	29.7209	30.0839	29.8341	29.1973	29.7498	29.8376	29.6618	28.8083	29.4583	30.3297	28.6553	29.3271	+	1.92222	0.00548463	XP_020923352.1;XP_020923351.1	WT_DMD;BMD_DMD
21.0682	21.0602	20.6025	21.4997	20.93	21.3173	21.5876	21.8846	25.6412	25.8365	20.8188	25.7236	26.1873	+	8.25881	0	XP_020923522.1	DMD_BMD;DMD_WT
22.0709	22.8209	20.857	21.5027	20.8702	21.4627	20.9255	21.8878	23.804	23.1779	21.7635	23.2751	23.1952	+	2.93786	0.000802974	XP_020923822.1	DMD_WT;DMD_BMD
21.2394	21.8664	22.0972	21.6422	22.329	21.9881	25.428	21.5707	26.03	26.029	22.278	25.5342	25.3405	+	3.23664	0.000547718	XP_020924178.1;XP_020924177.1;XP_020924176.1;XP_020924175.1;XP_020924174.1;XP_020924173.1;XP_020924172.1;XP_020924171.1;XP_020924170.1;XP_020924169.1;XP_020924168.1;NP_001001537.1	DMD_BMD;DMD_WT
20.6723	22.0963	20.7666	22.1567	21.1609	21.4756	22.4577	21.9365	25.0346	24.6476	22.4332	24.8246	24.8549	+	4.84179	0.000292683	XP_020924179.1;NP_999012.2	DMD_BMD;DMD_WT
24.5722	24.1969	24.7791	24.1837	24.1122	21.6535	24.1636	22.8184	20.4484	20.8276	24.5754	22.035	21.2161	+	3.06699	0.000620155	XP_020924419.1;XP_020924418.1;XP_020924417.1;XP_020924416.1;XP_020924414.1;XP_020924413.1;XP_020924412.1;XP_020924411.1;XP_020924410.1;XP_020924409.1;XP_020924408.1;XP_020924407.1;XP_020924406.1;XP_020924405.1;XP_020924403.1;XP_020924402.1;XP_020924401.1;XP_020924400.1;XP_020924399.1	WT_DMD;BMD_DMD
28.3542	27.4927	27.199	27.5869	27.2352	27.8306	27.3734	27.145	28.6199	28.4426	26.8668	29.1123	28.2951	+	2.73096	0.00114286	XP_020924610.1	DMD_WT;DMD_BMD
22.5807	23.0064	21.6925	21.6548	20.8114	20.7821	23.8524	22.2233	24.7577	24.8724	22.4502	24.608	24.7245	+	2.66211	0.00145695	XP_020924841.1	DMD_WT;DMD_BMD
20.8426	20.7737	20.7379	21.829	20.7389	22.3395	19.9491	21.3432	24.2883	21.2592	20.8628	24.3079	24.1694	+	2.05136	0.00434171	XP_020924979.1	DMD_BMD;DMD_WT
21.863	21.9806	21.2298	20.3431	21.4091	20.0626	20.913	20.4082	23.7405	23.937	19.5624	23.4881	24.3762	+	4.36364	0.000277778	XP_020925039.1	DMD_WT;DMD_BMD
22.4604	22.1277	20.1595	20.9755	21.3082	21.312	21.5908	21.6574	23.5933	23.929	21.1036	23.6707	23.7231	+	3.53492	0.000431373	XP_020925076.1	DMD_WT;DMD_BMD
21.5936	21.3069	21.5361	22.5009	20.8599	21.4358	21.1266	20.9904	23.9834	24.6644	21.0673	21.9188	24.8721	+	2.88344	0.000826087	XP_020925096.1;XP_020925095.1;XP_020925094.1;XP_020925093.1;XP_020925092.1;XP_020925090.1;XP_020925097.1	DMD_WT;DMD_BMD
27.355	27.0544	27.2975	27.2871	27.4155	27.2643	27.0084	27.2208	27.6058	27.4554	27.2291	27.6834	27.2286	+	1.16446	0.0308464	XP_020925256.1;XP_020925254.1;XP_020925258.1;XP_020925257.1;XP_020935426.1;XP_020935425.1;XP_020935424.1;XP_020935429.1;XP_020935427.1;XP_020935423.1;XP_020935422.1;XP_020935421.1;XP_020935420.1;XP_020935419.1	
25.378	25.5754	25.5304	25.7058	25.1296	25.4344	25.6498	25.7735	25.6886	25.8106	25.6085	26.1306	25.7891	+	1.15603	0.0315265	XP_020925395.1;XP_020925394.1	
20.8639	21.5758	22.2378	20.2709	19.9465	21.917	20.7589	24.1821	24.4165	24.3615	19.5858	24.3935	24.5664	+	2.19566	0.0035847	XP_020926442.1	DMD_BMD;DMD_WT
28.1396	29.2988	29.1069	28.4829	26.3081	27.379	28.0256	27.8643	28.0411	28.9093	28.1459	28.0722	29.5606	+	1.36708	0.0182947	XP_020926755.1;XP_020926754.1;XP_020926753.1	
21.1858	20.4755	21.581	21.4945	21.3132	20.8003	21.0028	22.534	23.3811	23.2111	21.9547	23.3401	23.9388	+	3.49097	0.000417062	XP_020926787.1	DMD_BMD;DMD_WT
24.4084	24.2238	25.0417	24.4764	25.3891	25.1071	25.0523	25.5109	26.2493	26.3511	24.873	26.2006	26.177	+	5.00574	0.000327273	XP_020926897.1;XP_020926898.1;XP_005670074.1;XP_003132601.1;XP_020926899.1;XP_020926901.1;XP_020926902.1;XP_003358742.1;XP_005674018.1;XP_003360517.1;XP_020936430.1;XP_001925767.1;XP_005674011.1;XP_005674012.1;XP_005674013.1;XP_020936429.1;XP_005674014.1;XP_005674015.1;XP_020936428.1;XP_005674016.1;XP_003360518.1;XP_005674017.1;XP_020936431.1	WT_BMD;DMD_BMD;DMD_WT
