x	y
21.92	2.1313
21.91	2.13132
21.9	2.13134
21.89	2.13135
21.88	2.13137
21.87	2.13139
21.86	2.1314
21.85	2.13142
21.84	2.13144
21.83	2.13145
21.82	2.13147
21.81	2.13149
21.8	2.1315
21.79	2.13152
21.78	2.13154
21.77	2.13155
21.76	2.13157
21.75	2.13159
21.74	2.1316
21.73	2.13162
21.72	2.13164
21.71	2.13165
21.7	2.13167
21.69	2.13169
21.68	2.1317
21.67	2.13172
21.66	2.13174
21.65	2.13175
21.64	2.13177
21.63	2.13179
21.62	2.13181
21.61	2.13182
21.6	2.13184
21.59	2.13186
21.58	2.13187
21.57	2.13189
21.56	2.13191
21.55	2.13192
21.54	2.13194
21.53	2.13196
21.52	2.13198
21.51	2.13199
21.5	2.13201
21.49	2.13203
21.48	2.13204
21.47	2.13206
21.46	2.13208
21.45	2.1321
21.44	2.13211
21.43	2.13213
21.42	2.13215
21.41	2.13216
21.4	2.13218
21.39	2.1322
21.38	2.13222
21.37	2.13223
21.36	2.13225
21.35	2.13227
21.34	2.13229
21.33	2.1323
21.32	2.13232
21.31	2.13234
21.3	2.13236
21.29	2.13237
21.28	2.13239
21.27	2.13241
21.26	2.13243
21.25	2.13244
21.24	2.13246
21.23	2.13248
21.22	2.1325
21.21	2.13251
21.2	2.13253
21.19	2.13255
21.18	2.13257
21.17	2.13258
21.16	2.1326
21.15	2.13262
21.14	2.13264
21.13	2.13266
21.12	2.13267
21.11	2.13269
21.1	2.13271
21.09	2.13273
21.08	2.13274
21.07	2.13276
21.06	2.13278
21.05	2.1328
21.04	2.13282
21.03	2.13283
21.02	2.13285
21.01	2.13287
21	2.13289
20.99	2.13291
20.98	2.13292
20.97	2.13294
20.96	2.13296
20.95	2.13298
20.94	2.133
20.93	2.13301
20.92	2.13303
20.91	2.13305
20.9	2.13307
20.89	2.13309
20.88	2.13311
20.87	2.13312
20.86	2.13314
20.85	2.13316
20.84	2.13318
20.83	2.1332
20.82	2.13321
20.81	2.13323
20.8	2.13325
20.79	2.13327
20.78	2.13329
20.77	2.13331
20.76	2.13333
20.75	2.13334
